"DateTime","Players","Players Trend","Twitch Viewers"
"2019-11-28 01:30:00",240374,404064.49582920386,31976
"2019-11-28 01:40:00",240055,404102.97033641674,30480
"2019-11-28 01:50:00",239660,404137.90411298326,27937
"2019-11-28 02:00:00",240657,404180.019154003,28585
"2019-11-28 02:10:00",241020,404219.47334407014,27078
"2019-11-28 02:20:00",243614,404258.27474947704,27094
"2019-11-28 02:30:00",244587,404286.65500770847,25885
"2019-11-28 02:40:00",245990,404317.7815631539,28641
"2019-11-28 02:50:00",246605,404352.1207466139,25325
"2019-11-28 03:00:00",246898,404384.7210866094,25534
"2019-11-28 03:10:00",245451,404415.9884855743,24439
"2019-11-28 03:20:00",243813,404445.53973956616,23388
"2019-11-28 03:30:00",243102,404480.8731141945,23067
"2019-11-28 03:40:00",241443,404518.92408600374,22339
"2019-11-28 03:50:00",242588,404565.671690893,20959
"2019-11-28 04:00:00",243698,404563.6984362956,22921
"2019-11-28 04:10:00",246665,404561.2429454356,22732
"2019-11-28 04:20:00",251065,404558.4224410858,24860
"2019-11-28 04:30:00",255764,404560.5891146349,24403
"2019-11-28 04:40:00",258613,404559.74944939977,24893
"2019-11-28 04:50:00",260947,404563.6795025327,25498
"2019-11-28 05:00:00",260903,404567.6438167603,25545
"2019-11-28 05:10:00",258296,404573.49663445656,26272
"2019-11-28 05:20:00",257791,404595.1391710715,26674
"2019-11-28 05:30:00",257340,404621.73215367255,26816
"2019-11-28 05:40:00",255403,404650.80461265286,26807
"2019-11-28 05:50:00",253661,404691.00178256806,24995
"2019-11-28 06:00:00",252876,404739.4053311861,23511
"2019-11-28 06:10:00",252349,404796.22609707084,24122
"2019-11-28 06:20:00",253927,404864.74485877116,20838
"2019-11-28 06:30:00",255054,404935.6918979188,37199
"2019-11-28 06:40:00",255524,405009.8147574607,40556
"2019-11-28 06:50:00",257810,405092.9130189407,38832
"2019-11-28 07:00:00",259161,405182.16362460086,39010
"2019-11-28 07:10:00",262541,405278.1968257902,32953
"2019-11-28 07:20:00",267363,405376.2344180157,21882
"2019-11-28 07:30:00",271490,405474.94551811484,22803
"2019-11-28 07:40:00",274831,405576.00485216395,21590
"2019-11-28 07:50:00",279116,405676.18655709736,21378
"2019-11-28 08:00:00",284383,405784.8621847815,21312
"2019-11-28 08:10:00",290086,405896.0939048563,22330
"2019-11-28 08:20:00",296294,406005.59621049446,22147
"2019-11-28 08:30:00",301602,406122.7991410638,14310
"2019-11-28 08:40:00",306564,406247.42849080503,15943
"2019-11-28 08:50:00",310665,406367.6048893294,16727
"2019-11-28 09:00:00",314396,406501.4242030063,17614
"2019-11-28 09:10:00",317557,406638.0955291268,17961
"2019-11-28 09:20:00",322263,406781.5537661051,13531
"2019-11-28 09:30:00",325214,406920.26684836484,14451
"2019-11-28 09:40:00",329281,407064.8186804868,15138
"2019-11-28 09:50:00",332551,407209.1990350733,15804
"2019-11-28 10:00:00",335853,407364.32412454585,17854
"2019-11-28 10:10:00",341084,407528.3844221452,19491
"2019-11-28 10:20:00",349679,407702.1509952098,20729
"2019-11-28 10:30:00",356178,407873.287268748,21285
"2019-11-28 10:40:00",363266,408060.95087958383,23481
"2019-11-28 10:50:00",371595,408260.3394931726,21563
"2019-11-28 11:00:00",380191,408477.6495292369,22564
"2019-11-28 11:10:00",387365,408698.21602108807,23610
"2019-11-28 11:20:00",397978,408937.91356265836,24085
"2019-11-28 11:30:00",410006,409186.05558308563,23201
"2019-11-28 11:40:00",421989,409448.86229490145,25575
"2019-11-28 11:50:00",432959,409717.65203446755,24912
"2019-11-28 12:00:00",444853,410003.72209833714,23777
"2019-11-28 12:10:00",457477,410309.63916418893,29090
"2019-11-28 12:20:00",470482,410620.9199633851,32524
"2019-11-28 12:30:00",482633,410941.4593037661,34206
"2019-11-28 12:40:00",494149,411269.6049168593,0
"2019-11-28 12:50:00",507694,411601.961100099,30792
"2019-11-28 13:00:00",520578,411931.7632350511,30168
"2019-11-28 13:10:00",533604,412256.07459943835,29334
"2019-11-28 13:20:00",548090,412583.35744273756,28082
"2019-11-28 13:30:00",559658,412905.3701478361,30817
"2019-11-28 13:40:00",568759,413206.3366919942,33718
"2019-11-28 13:50:00",577619,413502.8042478802,32017
"2019-11-28 14:00:00",582618,413807.31963715446,33230
"2019-11-28 14:10:00",587476,414125.78306353925,33605
"2019-11-28 14:20:00",591713,414452.16897918726,36270
"2019-11-28 14:30:00",592188,414793.25896101753,36198
"2019-11-28 14:40:00",591395,415161.73346823035,40780
"2019-11-28 14:50:00",589725,415543.38576423295,40018
"2019-11-28 15:00:00",586000,415929.643114745,46317
"2019-11-28 15:10:00",581320,416331.862577084,55732
"2019-11-28 15:20:00",580561,416743.9560965202,65173
"2019-11-28 15:30:00",580140,417157.53057207353,73677
"2019-11-28 15:40:00",576497,417563.8505189406,77273
"2019-11-28 15:50:00",578192,417979.400286312,83349
"2019-11-28 16:00:00",578711,418376.002085398,93759
"2019-11-28 16:10:00",576230,418740.1065824247,90694
"2019-11-28 16:20:00",579668,419098.8345102411,98809
"2019-11-28 16:30:00",580690,419442.0819705979,98076
"2019-11-28 16:40:00",584173,419784.86444912443,81889
"2019-11-28 16:50:00",587613,420117.5265389273,82085
"2019-11-28 17:00:00",586206,420425.3436708512,89766
"2019-11-28 17:10:00",585274,420726.4517123665,100177
"2019-11-28 17:20:00",592341,421033.24211265275,108925
"2019-11-28 17:30:00",596961,421308.6965436075,113975
"2019-11-28 17:40:00",602743,421560.8637058143,115422
"2019-11-28 17:50:00",608265,421796.20536009246,114154
"2019-11-28 18:00:00",609196,422006.6390609514,95738
"2019-11-28 18:10:00",608562,422192.54199702665,117196
"2019-11-28 18:20:00",607041,422330.71057014633,110152
"2019-11-28 18:30:00",609396,422495.4956640238,126283
"2019-11-28 18:40:00",608761,422652.1003744081,137460
"2019-11-28 18:50:00",606808,422808.7679977426,146811
"2019-11-28 19:00:00",603898,422972.68857367034,147085
"2019-11-28 19:10:00",599944,423151.96085921157,148338
"2019-11-28 19:20:00",595956,423330.2029993944,148752
"2019-11-28 19:30:00",591762,423522.52955346333,167571
"2019-11-28 19:40:00",584991,423731.162310043,170474
"2019-11-28 19:50:00",576024,423954.5691072018,139128
"2019-11-28 20:00:00",568666,424221.83962394006,120296
"2019-11-28 20:10:00",556149,424513.97712944605,124498
"2019-11-28 20:20:00",543692,424832.09545341914,137961
"2019-11-28 20:30:00",530205,425178.305521143,145880
"2019-11-28 20:40:00",515239,425559.58155764785,156075
"2019-11-28 20:50:00",500239,425977.6582080717,157972
"2019-11-28 21:00:00",485433,426428.11326533416,160125
"2019-11-28 21:10:00",468337,426897.10438002425,152826
"2019-11-28 21:20:00",452739,427393.7650038542,159391
"2019-11-28 21:30:00",437705,427913.67626087426,153166
"2019-11-28 21:40:00",424372,428459.12004459853,104363
"2019-11-28 21:50:00",411423,429011.89257790986,95792
"2019-11-28 22:00:00",399893,429574.7805170135,92726
"2019-11-28 22:10:00",386303,430128.70288239175,99709
"2019-11-28 22:20:00",373620,430660.66074083245,107337
"2019-11-28 22:30:00",362857,431183.7763737473,108896
"2019-11-28 22:40:00",350683,431693.3972580113,105761
"2019-11-28 22:50:00",339503,432189.73776979407,101545
"2019-11-28 23:00:00",328729,432666.3835411849,86621
"2019-11-28 23:10:00",316868,433125.8331268582,85376
"2019-11-28 23:20:00",308203,433568.821729435,89664
"2019-11-28 23:30:00",300038,433983.5644271006,90790
"2019-11-28 23:40:00",291857,434376.03119149874,91409
"2019-11-28 23:50:00",285450,434797.728856954,90921
"2019-11-29 00:00:00",280636,435190.3956062108,84369
"2019-11-29 00:10:00",273860,435547.26752284996,87388
"2019-11-29 00:20:00",269342,435877.7870003304,65729
"2019-11-29 00:30:00",266076,436174.3336912234,59092
"2019-11-29 00:40:00",262617,436440.52433652687,62365
"2019-11-29 00:50:00",259189,436684.0875178946,65982
"2019-11-29 01:00:00",257158,436906.5093326727,66870
"2019-11-29 01:10:00",254067,437109.5777722718,67300
"2019-11-29 01:20:00",252134,437297.4640939875,67913
"2019-11-29 01:30:00",251775,437485.65230976767,69868
"2019-11-29 01:40:00",250986,437674.2967253056,69536
"2019-11-29 01:50:00",251594,437858.2642261315,65798
"2019-11-29 02:00:00",252249,438038.6641132585,59377
"2019-11-29 02:10:00",252529,438216.42123664793,65660
"2019-11-29 02:20:00",253390,438386.18398992403,71769
"2019-11-29 02:30:00",254783,438558.32378042064,72588
"2019-11-29 02:40:00",256914,438735.89168318466,70409
"2019-11-29 02:50:00",257160,438918.1900465257,73493
"2019-11-29 03:00:00",257275,439107.0968918621,74530
"2019-11-29 03:10:00",255707,439301.17008038756,73271
"2019-11-29 03:20:00",255283,439510.78834930074,42174
"2019-11-29 03:30:00",254766,439732.8298094923,39108
"2019-11-29 03:40:00",254496,439964.61114552355,39368
"2019-11-29 03:50:00",246587,440177.61990694853,17008
"2019-11-29 04:00:00",247661,440426.9167010791,46613
"2019-11-29 04:10:00",251319,440676.6161009249,44488
"2019-11-29 04:20:00",256474,440922.3411931505,42976
"2019-11-29 04:30:00",260680,441158.45680541784,42707
"2019-11-29 04:40:00",264551,441393.1408091069,41562
"2019-11-29 04:50:00",266869,441628.2733041514,40022
"2019-11-29 05:00:00",267585,441875.37266683177,39460
"2019-11-29 05:10:00",267613,442142.71296525706,38500
"2019-11-29 05:20:00",267904,442429.1201616011,37238
"2019-11-29 05:30:00",267655,442738.8295961347,36536
"2019-11-29 05:40:00",267278,443077.7472401167,36254
"2019-11-29 05:50:00",267092,443444.6638654884,36053
"2019-11-29 06:00:00",267396,443837.2688787028,35883
"2019-11-29 06:10:00",268457,444253.1016614359,13857
"2019-11-29 06:20:00",270495,444693.24121104507,12914
"2019-11-29 06:30:00",272322,445147.55256166717,12217
"2019-11-29 06:40:00",274441,445622.06403479783,11787
"2019-11-29 06:50:00",277890,446118.1472855412,11983
"2019-11-29 07:00:00",280153,446628.1104710384,11573
"2019-11-29 07:10:00",283661,447152.35528851446,10846
"2019-11-29 07:20:00",288445,447688.18617855955,9119
"2019-11-29 07:30:00",293279,448230.4185593546,9090
"2019-11-29 07:40:00",297047,448780.819836747,9095
"2019-11-29 07:50:00",302899,449349.9489593656,9152
"2019-11-29 08:00:00",308512,449922.73302775016,10170
"2019-11-29 08:10:00",314076,450491.83453777106,9727
"2019-11-29 08:20:00",321737,451071.1333347098,10380
"2019-11-29 08:30:00",328524,451656.5066622618,10777
"2019-11-29 08:40:00",333118,452235.853746834,13025
"2019-11-29 08:50:00",340150,452831.848495485,12500
"2019-11-29 09:00:00",344541,453426.755430294,12547
"2019-11-29 09:10:00",349223,454035.60338894394,12894
"2019-11-29 09:20:00",353166,454644.53999421874,13008
"2019-11-29 09:30:00",357192,455268.08452400623,13206
"2019-11-29 09:40:00",361784,455897.6828198987,13632
"2019-11-29 09:50:00",367199,456532.2616864883,24125
"2019-11-29 10:00:00",372592,457179.1118406564,22759
"2019-11-29 10:10:00",379102,457827.9393307455,23341
"2019-11-29 10:20:00",387654,458479.75698573946,24618
"2019-11-29 10:30:00",397193,459140.555232078,24766
"2019-11-29 10:40:00",406907,459808.7088082259,25570
"2019-11-29 10:50:00",418871,460487.3349988988,27311
"2019-11-29 11:00:00",430005,461168.9118970928,29390
"2019-11-29 11:10:00",442220,461863.81989180704,34133
"2019-11-29 11:20:00",454086,462559.02832837787,39959
"2019-11-29 11:30:00",469495,463269.78891366586,42863
"2019-11-29 11:40:00",483366,463971.777110175,45910
"2019-11-29 11:50:00",497964,464677.9164601915,41189
"2019-11-29 12:00:00",514237,465383.00635943166,40590
"2019-11-29 12:10:00",528526,466067.91499421856,40269
"2019-11-29 12:20:00",544305,466751.01777061983,40304
"2019-11-29 12:30:00",558811,467422.80574826547,41809
"2019-11-29 12:40:00",572021,468087.85594923457,44587
"2019-11-29 12:50:00",585877,468751.04673907044,46634
"2019-11-29 13:00:00",598186,469399.635943178,47482
"2019-11-29 13:10:00",611776,470034.57985766977,47352
"2019-11-29 13:20:00",625419,470647.9175682743,50297
"2019-11-29 13:30:00",633950,471223.9981004293,43720
"2019-11-29 13:40:00",643151,471788.0095391476,42254
"2019-11-29 13:50:00",654207,472341.42487060884,43661
"2019-11-29 14:00:00",662499,472871.58423494105,47517
"2019-11-29 14:10:00",669367,473386.13654883817,47976
"2019-11-29 14:20:00",677188,473895.46611744293,53256
"2019-11-29 14:30:00",683095,474397.0225057812,54551
"2019-11-29 14:40:00",684870,474879.9899171345,55968
"2019-11-29 14:50:00",684322,475361.9012636272,56489
"2019-11-29 15:00:00",683744,475847.6635970707,58810
"2019-11-29 15:10:00",680951,476328.9659797928,63052
"2019-11-29 15:20:00",680053,476798.5928243034,75114
"2019-11-29 15:30:00",678764,477255.78933349834,83481
"2019-11-29 15:40:00",676208,477713.5029663582,88992
"2019-11-29 15:50:00",673655,478142.3811185441,98914
"2019-11-29 16:00:00",668605,478551.5204135006,106763
"2019-11-29 16:10:00",664804,478958.47543635045,99608
"2019-11-29 16:20:00",665719,479350.7642123663,91256
"2019-11-29 16:30:00",665331,479722.67940617754,100608
"2019-11-29 16:40:00",664686,480074.5949854089,106556
"2019-11-29 16:50:00",665691,480405.99476929836,114196
"2019-11-29 17:00:00",666059,480726.06555583066,116059
"2019-11-29 17:10:00",664073,481029.8960053957,119913
"2019-11-29 17:20:00",665504,481318.66213109775,106166
"2019-11-29 17:30:00",664229,481576.06618902076,104904
"2019-11-29 17:40:00",664800,481816.14240584726,99002
"2019-11-29 17:50:00",665262,482023.5252656643,102264
"2019-11-29 18:00:00",662600,482210.82424843055,103595
"2019-11-29 18:10:00",654146,482377.66030035226,125270
"2019-11-29 18:20:00",657923,482589.3459971368,153790
"2019-11-29 18:30:00",658707,482771.7743915867,159244
"2019-11-29 18:40:00",659414,482944.96908380126,160848
"2019-11-29 18:50:00",659842,483111.99854779197,166320
"2019-11-29 19:00:00",657729,483268.88134566665,171201
"2019-11-29 19:10:00",652907,483413.4933446205,150425
"2019-11-29 19:20:00",651507,483575.7124765994,125951
"2019-11-29 19:30:00",649645,483742.7606472304,136896
"2019-11-29 19:40:00",644809,483915.46877408866,141568
"2019-11-29 19:50:00",640273,484113.46681257564,133506
"2019-11-29 20:00:00",636132,484329.71152681403,136619
"2019-11-29 20:10:00",627906,484555.26675889204,117763
"2019-11-29 20:20:00",622402,484809.9964279814,98415
"2019-11-29 20:30:00",616164,485090.5117690782,85357
"2019-11-29 20:40:00",608721,485394.3071385309,89247
"2019-11-29 20:50:00",601208,485724.99333085556,99287
"2019-11-29 21:00:00",590011,486059.9779071688,109505
"2019-11-29 21:10:00",579080,486413.9407141284,116362
"2019-11-29 21:20:00",569125,486786.87656921044,117067
"2019-11-29 21:30:00",559163,487177.1190810483,117420
"2019-11-29 21:40:00",547439,487568.55579644314,125690
"2019-11-29 21:50:00",536122,487964.907141284,113136
"2019-11-29 22:00:00",523029,488353.28611248755,120625
"2019-11-29 22:10:00",507670,488737.1465904085,129446
"2019-11-29 22:20:00",494397,489122.45039780857,128110
"2019-11-29 22:30:00",482171,489510.3985106266,115297
